Standard_Thresh	Monotonic_Avg_Precision	Monotonic_Avg_Recall	Monotonic_Avg_log2FC	Avg_F1
0.0	0.0053437804423967375	0.9962578248731814	-0.003951853796481685	0.01058441117335388
0.001	0.021080566262734593	0.9781599704020313	1.7666100635317818	0.0406189306464478
0.002	0.03353923505208383	0.966697810109284	2.4173801684085214	0.06328016756896497
0.003	0.04376195819649964	0.9532051137304455	2.8164979309799634	0.08121269317295414
0.004	0.05260249296262238	0.9456349082734482	3.114517462462437	0.09626810680149589
0.005	0.060328609139557864	0.936706904241105	3.3449586580851807	0.10909111282858387
0.006	0.0673132751332114	0.9292300689011758	3.5364121290301394	0.12044702102568422
0.007	0.07362059965266916	0.9210458065235704	3.695343541235219	0.13049521403599415
0.008	0.07930131796705485	0.914380460173361	3.8328861383905437	0.13940093327982553
0.009000000000000001	0.08452737371518891	0.9083228967432078	3.9541544118577385	0.1474621000360223
0.01	0.08951503740556122	0.9028737582851822	4.063934638452659	0.1550627767120853
0.011	0.09417016889994045	0.8982229786058532	4.1631291569038575	0.16207320996989222
0.012	0.09844812087518605	0.8929509225340725	4.249830959937683	0.16843389825956093
0.013000000000000001	0.10248989844435087	0.8884960897870346	4.3304286676555925	0.1743860512701464
0.014	0.10635078009142729	0.8848123913743248	4.405956667725811	0.18002568181480416
0.015	0.11007088718211293	0.8806834044246323	4.475789518663939	0.1854035849923035
0.016	0.1135511661453586	0.8774236565950498	4.542645421374271	0.19041096964917315
0.017	0.11704249305564508	0.8739354673596577	4.60432411926913	0.1953520771685359
0.018000000000000002	0.12035499744170834	0.8707864172367078	4.662733815964651	0.20003235039427145
0.019	0.12351085544430425	0.8663288701248563	4.714422297834436	0.20443422970035718
0.02	0.12660865441356686	0.8636699018925723	4.766196931891154	0.20873934696794147
0.021	0.1295809958970483	0.8605095178724379	4.814588833815029	0.21283809737378515
0.022	0.13249562413646307	0.8585178167379719	4.8623840822086075	0.21684501112544138
0.023	0.1354171109475106	0.8561346815066209	4.9087386014426775	0.22083004212135815
0.024	0.13822648912024962	0.8535373621958837	4.952210650774248	0.2246124559203694
0.025	0.1409162253520878	0.8510008869727129	4.993010329972214	0.2282421335157767
0.026000000000000002	0.1435209007831398	0.8487867633465297	5.033125960142121	0.23170962064868947
0.027	0.14615452240999488	0.8473160908006833	5.072782666330995	0.23524827548688787
