Standard_Thresh	Monotonic_Avg_Precision	Monotonic_Avg_Recall	Monotonic_Avg_log2FC	Avg_F1
0.0	0.004992899782287841	0.9972299291031731	0.05881239135244597	0.009919593828420802
0.001	0.005995402314279412	0.9864268734091419	0.2855403532128084	0.011894932917391037
0.002	0.013819649092603588	0.966831439979566	1.468186212103122	0.027119656363497554
0.003	0.031484505156485015	0.9558227600195865	2.5950941589880414	0.06028000309761533
0.004	0.052801499874994814	0.9493761864238595	3.297785864936244	0.098236102781521
0.005	0.06902940170654365	0.9450223502712691	3.671533550925825	0.12573073747680133
0.006	0.08009582540523895	0.941928605829364	3.8875259291623614	0.1438232543229089
0.007	0.08823515183579905	0.9392775005024507	4.034048204695363	0.15677411105480638
0.008	0.09466372780880936	0.9374658140371359	4.1431751805797505	0.16680921773047974
0.009000000000000001	0.10005792622776402	0.9353985787998536	4.231805304131128	0.17508133864752456
0.01	0.1047995339782327	0.9323532002220433	4.304615847056357	0.1822523892786027
0.011	0.10916969706646926	0.9301984790324257	4.370626791242794	0.1887587341478815
0.012	0.11310256383630088	0.9287944664339918	4.428438060346012	0.19456962007443998
0.013000000000000001	0.11675757639230616	0.9263239375265948	4.479627865197467	0.19989079834671283
0.014	0.12018748533665702	0.9243743732772014	4.5257180770314145	0.20484021344858722
0.015	0.12343607736212557	0.9223308203482457	4.567992980829066	0.20948466140869118
0.016	0.12644977989945413	0.9207263875948504	4.607438404681578	0.21373880503413353
0.017	0.12923610405443103	0.9179990293558435	4.642154905729214	0.21764313818697484
0.018000000000000002	0.1319038376633145	0.9165389191239753	4.676661810292587	0.2213500265457678
0.019	0.13453299351454417	0.9153801285598844	4.7095656173505205	0.2249868756075714
0.02	0.1371721369387704	0.9139972290602566	4.741342172748075	0.22859828302040966
0.021	0.13967839883647026	0.9126207807703258	4.771219081961257	0.23200125180947218
0.022	0.14208164010001256	0.9117459950268383	4.799361874844444	0.23525849797906576
0.023	0.14439269364822338	0.9104531314025495	4.826211332062011	0.23834903340580832
0.024	0.1466157712913998	0.9093464341501393	4.851806830670953	0.24131418619503742
0.025	0.1487752403377567	0.9082250750086193	4.876057473122547	0.2441727777189761
0.026000000000000002	0.15087887714944032	0.9071498433514051	4.899193095723657	0.2469403005231478
0.027	0.15291856124979297	0.9054221947030408	4.920652752383232	0.24959379656517383
0.028	0.154844142114049	0.9045770635675032	4.942049363976264	0.25211009241703136
0.029	0.1567437104156445	0.9036358534529565	4.96236743475496	0.25456253564208886
0.03	0.15874137637312638	0.9028368498017247	4.982861282427997	0.25714762656290757
0.031	0.16059616374835112	0.901535393150762	5.002292108888989	0.25949194683338095
0.032	0.16239347595096812	0.9007467677546852	5.020926827949444	0.2617820561805221
0.033	0.1640714866147128	0.89969045586177	5.037832438157752	0.2638930593192208
0.034	0.1657387266378038	0.898657042296142	5.054936617994212	0.2659782988310655
0.035	0.16741964025061404	0.8967579149237739	5.0710592646997075	0.2680429101150778
0.036000000000000004	0.1690043035697165	0.8951746403144666	5.086372235102183	0.2700017074376885
0.037	0.1707597452947134	0.8944006510487342	5.10307829987544	0.27218495034824075
0.038	0.17249002808075936	0.8935555714307271	5.1197420130059434	0.27431751915794106
0.039	0.17414423596738438	0.8925220679155363	5.1355658496565955	0.27632888706101416
0.04	0.1758588669333273	0.8911124780380077	5.150559080086987	0.2784236130737052
0.041	0.1773982873684934	0.8895835158336539	5.164092806123621	0.2802751328274674
0.042	0.1789777231560133	0.8888177372473343	5.178641205345942	0.2821871681939368
0.043000000000000003	0.1804179404654179	0.8881902380788713	5.192199074209787	0.2839279752079488
0.044	0.18180713973741625	0.8872197557036358	5.205184705880537	0.28556378443311914
0.045	0.1833305292116827	0.8864979370258795	5.218972038953599	0.287379320736038
0.046	0.18474129774990214	0.8851008287884508	5.231129394663359	0.28904932431290853
0.047	0.18644676518853398	0.884362562993104	5.245350610537583	0.2910652746557866
0.048	0.18781330274463656	0.883461003394401	5.258158615995974	0.2926605476857007
0.049	0.18922920545626953	0.8817333289872715	5.2697205551759385	0.29427891982649484
0.05	0.19049881681728317	0.8804758580036373	5.281357554071775	0.29569783116576775
0.051000000000000004	0.1918922718092518	0.8797380294354277	5.293846361683327	0.29731491666763454
0.052000000000000005	0.19333676254987198	0.8788200590294521	5.306107978987068	0.2989636948069976
0.053	0.19469073851301236	0.878051308500204	5.317638083082631	0.30051363961750455
0.054	0.19595462604580804	0.8771247345160016	5.328830858264382	0.30193513160983043
0.055	0.19714884060238932	0.8752277232018455	5.3380291223164855	0.30321734349010965
0.056	0.19843889603116965	0.8742656962809731	5.34855429354392	0.3046457962893196
0.057	0.19967828205294746	0.8737297734413796	5.359332777747538	0.3060632197592504
0.058	0.20087040744416768	0.8729118500258489	5.369546357248907	0.30738754750765823
0.059000000000000004	0.20216639589957547	0.8720874496418565	5.379978740802244	0.30882578380417003
0.06	0.20343012135174587	0.871355361216287	5.3905049721517315	0.310230050584541
0.061	0.2046133715958096	0.8706609468221618	5.400111387010932	0.3115306659946152
0.062	0.20570173357122135	0.869581405772228	5.4094332192560834	0.3126759431465255
0.063	0.2071935302186109	0.8688431657356464	5.4208208513544385	0.3143086484113441
0.064	0.2084870409993002	0.8675361191323216	5.430166209995368	0.3157171431917468
0.065	0.20972601712608657	0.8667582028211311	5.439799131682215	0.31705344360805
0.066	0.21100070733999268	0.8659841877966336	5.449309994322627	0.3184247823228903
0.067	0.21214106163209767	0.8653610237796554	5.458203439091765	0.3196577300022627
0.068	0.21343610493230264	0.8644698166773424	5.46793127514104	0.32102221865242186
