Standard_Thresh	Monotonic_Avg_Precision	Monotonic_Avg_Recall	Monotonic_Avg_log2FC	Avg_F1
0.775	0.491556762811553	0.06408810395920969	7.913468845890499	0.11334131585100729
0.776	0.4927437122785317	0.06363940200139272	7.924279805269069	0.11267687367222298
0.777	0.4972902661540377	0.06297425369590315	7.947745531452463	0.11175685616346939
0.778	0.49984100067655146	0.0628924340264546	7.956512154298704	0.1116932956951034
0.779	0.5027655658724376	0.06270091889759787	7.970400285832074	0.11146934263007734
0.78	0.5071775794604323	0.0623095034221362	7.9974726838782	0.11097063180624733
0.781	0.5101414307540346	0.061953271071748195	8.012326783361813	0.11047865983650924
0.782	0.5133301589983366	0.061133807153597244	8.028963999497982	0.10925537935977166
0.783	0.5175243033793898	0.06088401861597735	8.045763173240552	0.10895014265323807
0.784	0.5205041903736661	0.060716042113660385	8.057411846608417	0.10874661280863324
0.785	0.5220152076766629	0.0603931005992861	8.063315229482495	0.10826099822603683
0.786	0.5273453980025894	0.06014764159094049	8.07681643987911	0.10797932762549817
0.787	0.5336501028176036	0.059871059419064745	8.104258550435443	0.10766180986501361
0.788	0.538352523699275	0.059297763627549585	8.127963908950859	0.10682405927816785
0.789	0.5428599484397395	0.05924762522700659	8.146320807572938	0.10682598457556744
0.79	0.5470366632388124	0.05908398588810955	8.159282699165747	0.10663914139257122
0.791	0.5528720100965088	0.058838526879763944	8.183555680644165	0.10634014744266596
0.792	0.5528720100965088	0.05787954190398688	8.183555680644165	0.10475197589111943
0.793	0.5574496330506622	0.057492392558532016	8.200283127386266	0.10419850847765909
0.794	0.5609190190562596	0.0569603701914052	8.215832534477311	0.10337672081533816
0.795	0.5644345757739728	0.05663573317653087	8.22922293971024	0.10289505985960415
0.796	0.5644345757739728	0.0560540554974044	8.22922293971024	0.10191196373508683
0.797	0.5644345757739728	0.0547070002523807	8.22922293971024	0.09963758302893629
0.798	0.5644345757739728	0.0536314773428175	8.22922293971024	0.09776404773778424
0.799	0.5644345757739728	0.05325260480505454	8.22922293971024	0.09715510405712255
0.8	0.5644345757739728	0.05305873965667775	8.22922293971024	0.09685686107683672
0.801	0.5644345757739728	0.052417036910005765	8.22922293971024	0.0957748865092248
0.802	0.5644345757739728	0.05163703572966243	8.22922293971024	0.0944780447584544
0.803	0.5644345757739728	0.0507167553429212	8.22922293971024	0.09291748823249327
0.804	0.5644345757739728	0.05044875917147517	8.22922293971024	0.0924960947243473
0.805	0.5644345757739728	0.05013108476829139	8.22922293971024	0.09198843952460586
0.806	0.5644345757739728	0.049755554207019555	8.22922293971024	0.0913854522288988
0.807	0.5656087467883923	0.04959787257681413	8.22922293971024	0.0911699806682994
0.808	0.5701065325376035	0.04933211118778125	8.23602849303437	0.09078155192282497
0.809	0.5732920380269235	0.04872347442700856	8.24962853617268	0.08978799631993499
0.81	0.5787942050048184	0.0482684554849503	8.272983002441784	0.08907115966531999
0.811	0.5787942050048184	0.04662439507800325	8.272983002441784	0.08615001958497008
0.812	0.5787942050048184	0.044733851317847115	8.272983002441784	0.08280495682814044
0.8130000000000001	0.5787942050048184	0.04367773915940147	8.272983002441784	0.08096598491591717
0.8140000000000001	0.5787942050048184	0.04315169188973224	8.272983002441784	0.08004621078880353
0.8150000000000001	0.5787942050048184	0.042522055419429716	8.272983002441784	0.07894476021877464
0.8160000000000001	0.5787942050048184	0.042027159552932694	8.272983002441784	0.07809658746562877
0.8170000000000001	0.5787942050048184	0.0411642195147349	8.272983002441784	0.07655760646455449
0.8180000000000001	0.5787942050048184	0.0409880965496564	8.272983002441784	0.07634000781448916
0.8190000000000001	0.5787942050048184	0.04041530640369167	8.272983002441784	0.07529577672564833
0.8200000000000001	0.5787942050048184	0.03989563538509422	8.272983002441784	0.07438269639691134
0.8210000000000001	0.5787942050048184	0.03959529175696178	8.272983002441784	0.07387186548178451
0.8220000000000001	0.5787942050048184	0.039139471412231557	8.272983002441784	0.07308816085970868
0.8230000000000001	0.5787942050048184	0.03836943439128761	8.272983002441784	0.07175137704053056
0.8240000000000001	0.5787942050048184	0.03808106169710134	8.272983002441784	0.0712890800966025
0.8250000000000001	0.5787942050048184	0.037825183277692104	8.272983002441784	0.07085259055538254
0.8260000000000001	0.5851550479897949	0.03758950956981885	8.282647549455852	0.07046979645170282
0.8270000000000001	0.5851550479897949	0.036963907202743965	8.282647549455852	0.06936128380339408
0.8280000000000001	0.5851550479897949	0.036392455569421944	8.282647549455852	0.06835487226934958
0.8290000000000001	0.5851550479897949	0.03602338315969371	8.282647549455852	0.06768294369613577
0.8300000000000001	0.5851550479897949	0.03566584485089697	8.282647549455852	0.06704713100674127
0.8310000000000001	0.5851550479897949	0.035101896957567	8.282647549455852	0.06607088395937111
0.8320000000000001	0.5933698210558045	0.03482750352464468	8.306868964330869	0.06562778442731071
0.833	0.5998292987257529	0.03448756099171585	8.328741887956593	0.06505388527169416
0.834	0.6079430150641074	0.034359563407327424	8.35355961933111	0.06486446672779614
0.835	0.6107146705112724	0.033826323722479235	8.366064086452614	0.0639243238883994
0.836	0.6138244872977721	0.03352905098061579	8.37837325020163	0.06340324540703962
0.837	0.6138244872977721	0.03249456202694415	8.37837325020163	0.061478216450200365
0.838	0.6138244872977721	0.031606470871041896	8.37837325020163	0.059810741406197694
0.839	0.6138244872977721	0.030369292319158848	8.37837325020163	0.05747052073523243
0.84	0.6138244872977721	0.029673736639627045	8.37837325020163	0.056190871408739615
0.841	0.6138244872977721	0.029034031415798633	8.37837325020163	0.055056836162752226
0.842	0.6138244872977721	0.028918565809952355	8.37837325020163	0.05487901239100276
0.843	0.6138244872977721	0.028489331428503677	8.37837325020163	0.05412745839262681
0.844	0.6138244872977721	0.028213424424001182	8.37837325020163	0.053637802905091084
0.845	0.6138244872977721	0.027814538945951935	8.37837325020163	0.052924737455683046
0.846	0.6138244872977721	0.027231188669802887	8.37837325020163	0.05185683203512409
0.847	0.6138244872977721	0.026676821925386635	8.37837325020163	0.05083500331755971
0.848	0.6138244872977721	0.026127109637039028	8.37837325020163	0.0498115395242504
0.849	0.6138244872977721	0.025349829650508946	8.37837325020163	0.04837044892510852
0.85	0.6138244872977721	0.024549851714171407	8.37837325020163	0.04688478212570414
0.851	0.6138244872977721	0.02420515672237106	8.37837325020163	0.046253319401509965
0.852	0.6138244872977721	0.023927312849530043	8.37837325020163	0.045754019064170676
