Standard_Thresh	Monotonic_Avg_Precision	Monotonic_Avg_Recall	Monotonic_Avg_log2FC	Monotonic_Avg_F1
0.0	0.004443564277906609	0.998260285553839	-0.0008297414282322837	0.008841031779269789
0.001	0.012302755409106046	0.9916269492721278	1.4963268662377072	0.024262981106089238
0.002	0.018892935817674768	0.9855353774506678	2.1144612298937524	0.036981003360327426
0.003	0.024093835904337793	0.9797932398491804	2.465911444402183	0.046882849274633154
0.004	0.028656770124287988	0.9756875377546661	2.7189375678225662	0.05547681374261714
0.005	0.032797648648553515	0.9698900323567345	2.9150045882573092	0.06319613301248717
0.006	0.03672375879085548	0.9661173084188535	3.0803162638006167	0.07045153518798221
0.007	0.04054407969727262	0.9636428136028562	3.225501792842049	0.07745434417765185
0.008	0.04419496040818073	0.9602584356180519	3.3517704424120716	0.08408728042300405
0.009000000000000001	0.04773862815801154	0.9577061173358457	3.46554607539827	0.09047757616261641
0.01	0.051169149463774	0.953866797766638	3.5677301458401276	0.09661151591908822
0.011	0.054523880051878366	0.9501883533583055	3.6609283758648834	0.10256162566171763
0.012	0.05777987085534382	0.9466431002126261	3.7461312672202256	0.10829393790899011
0.013000000000000001	0.060979198421971983	0.9428816041096276	3.824781073687303	0.11388187608659324
0.014	0.06416501102903847	0.9409563304075823	3.900626685652994	0.11942509592924846
0.015	0.06735258463141688	0.9388701815446622	3.9725307472293876	0.12492994699745005
0.016	0.07045079419736465	0.936278951529351	4.039933367080105	0.13024048945464706
0.017	0.07344322216736915	0.9325728232227966	4.1009338337370895	0.13531741366510044
0.018000000000000002	0.07632199619078203	0.9290163422422346	4.158288783461073	0.1401735761092097
0.019	0.07927318843846994	0.9261145897400559	4.214158404666788	0.14511821257938046
0.02	0.08216002607999229	0.9236677788222807	4.267365740156028	0.149933039693889
0.021	0.08492884347437028	0.920294628672359	4.315643919939015	0.15450191723510723
0.022	0.08766942729626538	0.9170711258484301	4.3621614476806805	0.15899304081171495
0.023	0.09037844356567684	0.914036182083598	4.407388204365561	0.1634114605136424
0.024	0.09316060746966381	0.9117225624284762	4.452255517914721	0.16793074891883725
0.025	0.09582951059819442	0.907894470694151	4.493446177530322	0.1722107043594133
0.026000000000000002	0.09843647529290611	0.9044434970780202	4.5330703786970705	0.17636891331388732
0.027	0.10100674560229271	0.9021964730542248	4.5710730232809444	0.1804607692665134
0.028	0.10362402755514555	0.9004986701443813	4.609761416532277	0.18462921353181874
0.029	0.10615353302470218	0.8973806746848835	4.645315238287452	0.18859488619811007
0.03	0.10873329272391831	0.894612113445358	4.680769617323085	0.19261720057436402
0.031	0.11115285910329216	0.8913107871552197	4.7133157293118035	0.1963440176674669
0.032	0.11360932297431724	0.8893855134531745	4.7460241530438	0.20014946481923054
0.033	0.1161605055130513	0.8876323427468873	4.779425440303257	0.2040949853898309
0.034	0.11853919326430454	0.8847029063464865	4.808988115864535	0.20769639577859972
0.035	0.1208803113059363	0.8820286246365097	4.838169815511019	0.21123622478091075
0.036000000000000004	0.12318072517954884	0.8801587187309083	4.866097605658961	0.21470139009684105
0.037	0.12551331199417304	0.8778450990757863	4.8940677520624005	0.21819740336975935
0.038	0.1277398262062346	0.8754648837893377	4.92042089941662	0.22151274611331428
0.039	0.13000627192763548	0.8734453305577441	4.946449879691112	0.22487293987947143
0.04	0.1323210996508034	0.8711983065339486	4.972306190354974	0.22827224163259582
0.041	0.13451308774777004	0.8686848999848467	4.996706007145346	0.231464550513223
0.042	0.1365157868930838	0.86633236859662	5.019028677200817	0.23437179528652904
0.043000000000000003	0.13873164610058386	0.8641519402041512	5.042856673142803	0.23757817754316515
0.044	0.14070551064034054	0.8613556950664036	5.0634377731979265	0.2403810447724445
0.045	0.14300418435722306	0.8594304213643584	5.087892315125078	0.24369186721700714
0.046	0.1450839432238942	0.8572223090736677	5.108919089728149	0.2466375882962918
0.047	0.147105088269968	0.8550306528463161	5.129381075924135	0.24947791214235238
0.048	0.14911362756511065	0.8533717616695773	5.14969135194343	0.25232486465636433
0.049	0.151424242108333	0.8522344077085686	5.172681676809612	0.2556126226304287
0.05	0.15349856515594332	0.8500816632143218	5.192599966097432	0.2584813402541584
0.051000000000000004	0.15567509491617998	0.8481953012453812	5.213525132233683	0.26150681889517496
0.052000000000000005	0.1575675772891636	0.8464421305390938	5.2310301501840515	0.26410510300338963
0.053	0.15968569352613984	0.8448109232605769	5.250552096921856	0.2670097066262924
0.054	0.16157414848823	0.8424860757705723	5.268305351278323	0.2695561204820943
0.055	0.16359648055224227	0.8415926486651046	5.287231731148429	0.27234823787346674
0.056	0.165415829446847	0.8389849625864543	5.3034134154678005	0.2747464248150322
0.057	0.16725920744378348	0.8367379385626589	5.31961845672723	0.2771835340258255
0.058	0.16915704433194742	0.8349069443901623	5.3362689938148815	0.2797008633305171
0.059000000000000004	0.1710301422548911	0.8339304655900288	5.352459703448934	0.28222150540015384
0.06	0.1729105034710127	0.8325708690652751	5.368953155557813	0.28470946311143036
0.061	0.17478012461317072	0.831277868171848	5.385876571849719	0.2872057060132151
0.062	0.17649554355049887	0.8289530206818432	5.400040792355757	0.28937935163631107
0.063	0.1782684373981634	0.8274826885642016	5.414915637069131	0.29169173232200907
0.064	0.1799171509990256	0.8255574148621565	5.4285094056929815	0.29379556308269933
0.065	0.18166042490480588	0.8236321411601113	5.442791733384506	0.2960168296444138
0.066	0.18327808473557722	0.8209690872850169	5.455481732910879	0.2980073480063673
0.067	0.18504988195779132	0.8191380931125204	5.469781615709068	0.3002459552617244
