Standard_Thresh	Monotonic_Avg_Precision	Monotonic_Avg_Recall	Monotonic_Avg_log2FC	Avg_F1
0.16	0.3704675516231451	0.8090429386587579	5.27853674861555	0.5019987428440185
0.161	0.37191866783403194	0.8082248137155339	5.284353079879752	0.5031915760668467
0.162	0.37335225369486413	0.8074595189715488	5.290085296060053	0.5043862571684721
0.163	0.37483860999667623	0.8065797753359225	5.2959589777483655	0.5055942359011444
0.164	0.37627136494192387	0.8056914589546459	5.301595387096506	0.5067468321734259
0.165	0.37773411261640943	0.8048730742003292	5.307376688842579	0.5079445871273677
0.166	0.37918051589958973	0.8040635381279942	5.313099881086565	0.5091133359637225
0.167	0.38067156254170254	0.8032574063100507	5.318909873706675	0.5103233927000485
0.168	0.38205890345386934	0.8023927510346784	5.324366374775927	0.5114172696883711
0.169	0.3835842522501362	0.8015937756672176	5.330288306540529	0.5126517677414418
0.17	0.384949530614473	0.8006685714783771	5.335604391109746	0.5137065623149266
0.171	0.3862289792374618	0.7997424262693997	5.340574207464541	0.5146764585188786
0.17200000000000001	0.3877084118828947	0.79896381491014	5.346184285361956	0.5158391363087945
0.17300000000000001	0.3891941558925429	0.7982200421143197	5.3517905108565476	0.5170244917364297
0.17400000000000002	0.3905537214217364	0.797348957514896	5.357015477027434	0.5180720278569363
0.17500000000000002	0.39207462968161166	0.7966383129249901	5.3627833796191915	0.5192886753645557
0.176	0.3935224440636843	0.7958127148283733	5.368262467293557	0.5204102083131983
0.177	0.3949745679986133	0.7949442674778765	5.3737886329121025	0.521524913316305
0.178	0.39636972231185014	0.7942131156432517	5.379048483483512	0.5226035201674267
0.179	0.3977641393528168	0.7933877459610719	5.384313686339675	0.5236742138162396
0.18	0.39909762770755763	0.7925830314810246	5.389312580662491	0.5246739263920248
0.181	0.400454883935515	0.7917521322540715	5.3943937567813816	0.5256871552725237
0.182	0.4018380425439152	0.7909593817664098	5.399537237547312	0.526732046363753
0.183	0.4031293925698243	0.7901453490716186	5.404344398735635	0.527689279641835
0.184	0.4045205434725979	0.7893286675536718	5.40943065443908	0.528723176407092
0.185	0.40577522092236573	0.7884085793768748	5.413958625119771	0.5295994999278227
0.186	0.4070380471525702	0.7875631767837175	5.418618690385888	0.5305092043551642
0.187	0.40836815424138595	0.7868046738898062	5.423487336841021	0.5314898431772704
0.188	0.4097002479341858	0.78600655340031	5.4283467847665685	0.5324539925739279
0.189	0.4109523725810192	0.7851410029188574	5.432886495851968	0.5333413659862484
0.19	0.4123266390905246	0.7843879082754139	5.437841071455627	0.5343478054410686
0.191	0.4136746615233734	0.7837142888415543	5.442738810963735	0.5353479175566216
0.192	0.41516026221848457	0.7830181476593832	5.448058590201744	0.5364488604351801
0.193	0.4164828854918874	0.7823019744201121	5.4527933148334915	0.5374082133376779
0.194	0.4178385360255852	0.7815485150156771	5.457632703355123	0.5383790343218254
0.195	0.419174734760738	0.7808765105511591	5.4624041674081365	0.5393541320900903
0.196	0.4205320260650257	0.7801669161350703	5.467211376616609	0.5403396071174895
0.197	0.4218167133810972	0.7793570771956696	5.471735559019031	0.5412248028704063
0.198	0.4231191426744071	0.7785561180470827	5.476249905927936	0.5421221253193577
0.199	0.4244580290259516	0.7778044461714051	5.480916013033345	0.5430594941711896
0.2	0.4257652735205493	0.7771292646335102	5.4854717862001765	0.5439871706574982
0.201	0.4270528842864518	0.7764267794673877	5.489994036045131	0.544889952156753
0.202	0.4283516865871894	0.7756547955009039	5.494545599016588	0.5457859326135294
0.203	0.42965763455444467	0.7749504092917429	5.499094285744426	0.5466998695868855
0.20400000000000001	0.43088705634109825	0.7742594144816096	5.503384240640248	0.5475495259208845
0.20500000000000002	0.4321362308927469	0.7734961786440403	5.507743921356441	0.548397332407295
0.20600000000000002	0.4334672628659869	0.7728509002669849	5.512342761797095	0.5493270458732901
0.20700000000000002	0.4348955448626462	0.7720970918412097	5.517183904696661	0.5503028705944756
0.20800000000000002	0.4362258195688325	0.7714120166534444	5.521693259910286	0.5512117410618484
0.209	0.43744631366508685	0.7705405103340442	5.52577993655664	0.5519819968515973
0.21	0.43876104185295833	0.7697446787570033	5.53025357606187	0.552843386378641
0.211	0.44001514722566953	0.7689714850313408	5.5344733781310005	0.5536589638964544
0.212	0.4413423058476407	0.7682731996031967	5.538998043836116	0.554557378814261
0.213	0.4426305053386407	0.7674750077312676	5.54335886166366	0.5553901232912452
0.214	0.443865215002827	0.76666760898682	5.547522178139462	0.5561627672692437
0.215	0.44518187201194276	0.7659493451936005	5.551962240575312	0.5570332887227837
0.216	0.4464897087657479	0.7652449178591092	5.556361778950541	0.5579002659377358
0.217	0.4477770840893658	0.7643612482608931	5.560639384086113	0.5586841409783708
0.218	0.4490451815357914	0.763599524840437	5.564847252749114	0.5594778123039732
0.219	0.45039727167410454	0.7629042568254938	5.569274015079925	0.5603412055012439
0.22	0.451681547931048	0.7622135015732068	5.573448056773568	0.561157624917076
0.221	0.4530980681021022	0.7616138838273259	5.578049750923105	0.5621074971433607
0.222	0.4542239229273977	0.760882115924788	5.581748356068715	0.5627911089565787
0.223	0.45544029640094236	0.7601463774682666	5.585783653090982	0.5635551222004991
0.224	0.45677030626713816	0.7593717533667969	5.590028007829028	0.5643735080822835
0.225	0.45793838878845355	0.7586239961902121	5.593878297222822	0.5650779816189674
0.226	0.45914292335453355	0.757955011688233	5.597832141957192	0.5658385349434522
0.227	0.4603013893588318	0.757164526960976	5.6015975117013195	0.5665152817823295
0.228	0.4614301697935162	0.7564670042846067	5.605267303523263	0.5671972147040132
0.229	0.46266940468443546	0.7557557353017066	5.609243001828907	0.5679532305444849
0.23	0.4638576051814181	0.7550194323672342	5.6130486320689394	0.5686704445161344
0.231	0.46513730382078733	0.7543216754909814	5.6171232806028195	0.5694491922278422
0.232	0.4664284612355245	0.75360067141477	5.621227441133429	0.5702320788115754
0.233	0.46765171297527536	0.7528937161268476	5.625099670521989	0.5709611679644142
0.234	0.46883325699745626	0.7522017649098861	5.628877208851659	0.5716636709783703
0.23500000000000001	0.469935910519589	0.7513641681007135	5.632385187754324	0.572261029742032
0.23600000000000002	0.47117764176973587	0.750681169793355	5.636328778504713	0.573016847752674
0.23700000000000002	0.4723188858061968	0.749942332010177	5.639926890008741	0.5736704091460936
0.23800000000000002	0.47346344910645893	0.749150673823444	5.643468902405489	0.5742812484439719
